id	direction	compartment	gpr	name	enzyme	deltag	reference	equation	definition	bigg id	kegg id	kegg pathways	metacyc pathways
HOXPRX_c0	=	Cytosol_0	SO_2771	CustomReaction_c0				(1)  cpd00003[c0] + (1)  glycr_c0[c0] <=> (1)  2h3opp_c0[c0] + (1)  cpd00004[c0] + (1)  cpd00067[c0]	(1)  NAD_c0[c0] + (1)  glycr_c0[c0] <=> (1)  2h3opp_c0[c0] + (1)  NADH_c0[c0] + (1)  H+_c0[c0]				
HPPDO1_c0	>	Cytosol_0	SO_1962	CustomReaction_c0				(1)  34hpp_c0[c0] + (1)  cpd00007[c0] => (1)  cpd00011[c0] + (1)  cpd00426[c0]	(1)  34hpp_c0[c0] + (1)  O2_c0[c0] => (1)  CO2_c0[c0] + (1)  Homogentisate_c0[c0]				
HPPK_c0	>	Cytosol_0	(SO_0871 or SO_1292)	CustomReaction_c0				(1)  2ahhmp_c0[c0] + (1)  cpd00002[c0] => (1)  cpd00018[c0] + (1)  cpd00067[c0] + (1)  cpd02920[c0]	(1)  2ahhmp_c0[c0] + (1)  ATP_c0[c0] => (1)  AMP_c0[c0] + (1)  H+_c0[c0] + (1)  2-Amino-4-hydroxy-6-hydroxymethyl-7-8-dihydropteridinediphosphate_c0[c0]				
HSDY_c0	=	Cytosol_0	(SO_4055 or SO_3415)	L-homoserine:NADP+ oxidoreductase_c0		5.22		(1)  cpd00006[c0] + (1)  cpd00227[c0] <=> (1)  cpd00005[c0] + (1)  cpd00067[c0] + (1)  cpd00346[c0]	(1)  NADP_c0[c0] + (1)  L-Homoserine_c0[c0] <=> (1)  NADPH_c0[c0] + (1)  H+_c0[c0] + (1)  L-Aspartate4-semialdehyde_c0[c0]	HOM6_2	R01775	Glycine, serine and threonine metabolism|Cysteine and methionine metabolism|Lysine biosynthesis	Amino-Acid-Biosynthesis|Biosynthesis|HOMOSERSYN-PWY|IND-AMINO-ACID-SYN|ISOLEUCINE-SYN|MET-SAM-PWY|METHIONINE-SYN|METSYN-PWY|Other-Amino-Acid-Biosynthesis|P4-PWY|PWY0-781|THREONINE-BIOSYNTHESIS|THRESYN-PWY
HSK_c0	>	Cytosol_0	SO_3414	ATP:L-homoserine O-phosphotransferase_c0		-14.03		(1)  cpd00002[c0] + (1)  cpd00227[c0] => (1)  cpd00008[c0] + (1)  cpd00067[c0] + (1)  cpd00809[c0]	(1)  ATP_c0[c0] + (1)  L-Homoserine_c0[c0] => (1)  ADP_c0[c0] + (1)  H+_c0[c0] + (1)  O-Phospho-L-homoserine_c0[c0]	HSK	R01771	Glycine, serine and threonine metabolism	Amino-Acid-Biosynthesis|Biosynthesis|HOMOSER-THRESYN-PWY|IND-AMINO-ACID-SYN|ISOLEUCINE-SYN|METHIONINE-SYN|P4-PWY|PWY0-781|THREONINE-BIOSYNTHESIS|THRESYN-PWY
HSST_c0	>	Cytosol_0	SO_1676	Succinyl-CoA:L-homoserine O-succinyltransferase_c0		-3.61		(1)  cpd00078[c0] + (1)  cpd00227[c0] => (1)  cpd00010[c0] + (1)  cpd00822[c0]	(1)  Succinyl-CoA_c0[c0] + (1)  L-Homoserine_c0[c0] => (1)  CoA_c0[c0] + (1)  O-Succinyl-L-homoserine_c0[c0]	HSST	R01777	Cysteine and methionine metabolism|Sulfur metabolism	Amino-Acid-Biosynthesis|Biosynthesis|HOMOSER-METSYN-PWY|IND-AMINO-ACID-SYN|MET-SAM-PWY|METHIONINE-SYN|METSYN-PWY|P4-PWY|PWY0-781
HSTPT_c0	>	Cytosol_0	SO_2072	CustomReaction_c0				(1)  cpd00023[c0] + (1)  imacp_c0[c0] => (1)  cpd00024[c0] + (1)  cpd00067[c0] + (1)  cpd00807[c0]	(1)  L-Glutamate_c0[c0] + (1)  imacp_c0[c0] => (1)  2-Oxoglutarate_c0[c0] + (1)  H+_c0[c0] + (1)  L-histidinol-phosphate_c0[c0]				
HTHBPD_c0	>	Cytosol_0	SO_1667	CustomReaction_c0				(1)  5678thh_c0[c0] => (1)  78dhp_c0[c0] + (1)  cpd00001[c0]	(1)  5678thh_c0[c0] => (1)  78dhp_c0[c0] + (1)  H2O_c0[c0]				
HXAD_c0	>	Cytosol_0	(SO_2250 or SO_3509)	chitobiose N-acetylglucosaminohydrolase_c0		-3.11		(1)  cpd00001[c0] + (1)  cpd01157[c0] => (2)  cpd00122[c0]	(1)  H2O_c0[c0] + (1)  Chitobiose_c0[c0] => (2)  N-Acetyl-D-glucosamine_c0[c0]	HXAD	R00022	Amino sugar and nucleotide sugar metabolism	
HXPRT_c0	>	Cytosol_0	(SO_3803 or SO_0807)	CustomReaction_c0				(1)  cpd00103[c0] + (1)  hxan_c0[c0] => (1)  cpd00012[c0] + (1)  cpd00114[c0]	(1)  PRPP_c0[c0] + (1)  hxan_c0[c0] => (1)  PPi_c0[c0] + (1)  IMP_c0[c0]				
HYD5I_c0	>	Cytosol_0	(SO_2097 and SO_2098 and SO_2099)	Hydrogenase (menaquinone-7)_c0		-30		(1)  cpd11606[c0] + (1)  cpd11640[e0] => (1)  cpd11451[c0]	(1)  Menaquinone 7_c0[c0] + (1)  H2_e0[e0] => (1)  mql7_c0[c0]	HYD5i			
HYD6I_c0	>	Cytosol_0	(SO_2097 and SO_2098 and SO_2099)	CustomReaction_c0				(1)  cpd11640[e0] + (1)  cpd17027[c0] => (1)  cpd17026[c0]	(1)  H2_e0[e0] + (1)  methylmenaquinone 7_c0[c0] => (1)  methymenaquinol 7_c0[c0]				
HYXNT_c0	=	Cytosol_0	Unknown	CustomReaction_c0				(1)  hxan_e0[e0] <=> (1)  hxan_c0[c0]	(1)  hxan_e0[e0] <=> (1)  hxan_c0[c0]				
ICDHXI_c0	>	Cytosol_0	SO_1538	Isocitrate:NAD+ oxidoreductase (decarboxylating)_c0		3.13		(1)  cpd00003[c0] + (1)  cpd00260[c0] => (1)  cpd00004[c0] + (1)  cpd00011[c0] + (1)  cpd00024[c0]	(1)  NAD_c0[c0] + (1)  Isocitrate_c0[c0] => (1)  NADH_c0[c0] + (1)  CO2_c0[c0] + (1)  2-Oxoglutarate_c0[c0]	ICDHxi	R00709	Citrate cycle (TCA cycle)	
ICDHY_c0	=	Cytosol_0	SO_2629	Isocitrate:NADP+ oxidoreductase (decarboxylating)_c0		3.13		(1)  cpd00006[c0] + (1)  cpd00260[c0] <=> (1)  cpd00005[c0] + (1)  cpd00011[c0] + (1)  cpd00024[c0]	(1)  NADP_c0[c0] + (1)  Isocitrate_c0[c0] <=> (1)  NADPH_c0[c0] + (1)  CO2_c0[c0] + (1)  2-Oxoglutarate_c0[c0]	ICDHy	R00267	Glutathione metabolism|Carbon fixation pathways in prokaryotes	
ICHORSI_c0	>	Cytosol_0	SO_4713	chorismate hydroxymutase_c0	5.4.99.6	0		(1)  cpd00216[c0] => (1)  cpd00658[c0]	(1)  Chorismate_c0[c0] => (1)  Isochorismate_c0[c0]	ICH or Si	R01717	Ubiquinone and other terpenoid-quinone biosynthesis|Biosynthesis of siderophore group nonribosomal peptides	ALL-CHORISMATE-PWY|AROMATIC-COMPOUNDS-BIOSYN|BENZENOID-SYN|Biosynthesis|Cofactor-Biosynthesis|DHNA-Biosynthesis|Demethylmenaquinone-Biosynthesis|ENTBACSYN-PWY|Menaquinone-Biosynthesis|PHENYLPROPANOID-SYN|Phylloquinone-Biosynthesis|QUINONE-SYN|Quinone-Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS|Salicylate-Biosynthesis|Siderophores-Biosynthesis
ICL_c0	>	Cytosol_0	SO_1484	CustomReaction_c0				(1)  cpd00260[c0] => (1)  cpd00036[c0] + (1)  glx_c0[c0]	(1)  Isocitrate_c0[c0] => (1)  Succinate_c0[c0] + (1)  glx_c0[c0]				
IG3PS_c0	>	Cytosol_0	(SO_2068 and SO_2070)	CustomReaction_c0				(1)  cpd00053[c0] + (1)  prlp_c0[c0] => (1)  cpd00023[c0] + (2)  cpd00067[c0] + (1)  cpd02851[c0] + (1)  eig3p_c0[c0]	(1)  L-Glutamine_c0[c0] + (1)  prlp_c0[c0] => (1)  L-Glutamate_c0[c0] + (2)  H+_c0[c0] + (1)  AICAR_c0[c0] + (1)  eig3p_c0[c0]				
IGPDH_c0	>	Cytosol_0	SO_2071	CustomReaction_c0				(1)  cpd00067[c0] + (1)  eig3p_c0[c0] => (1)  cpd00001[c0] + (1)  imacp_c0[c0]	(1)  H+_c0[c0] + (1)  eig3p_c0[c0] => (1)  H2O_c0[c0] + (1)  imacp_c0[c0]				
IGPS_c0	>	Cytosol_0	SO_3022	CustomReaction_c0				(1)  2cpr5p_c0[c0] + (1)  cpd00067[c0] => (1)  3ig3p_c0[c0] + (1)  cpd00001[c0] + (1)  cpd00011[c0]	(1)  2cpr5p_c0[c0] + (1)  H+_c0[c0] => (1)  3ig3p_c0[c0] + (1)  H2O_c0[c0] + (1)  CO2_c0[c0]				
ILEDH2_c0	=	Cytosol_0	SO_2638	CustomReaction_c0				(1)  cpd00001[c0] + (1)  cpd00003[c0] + (1)  cpd00322[c0] <=> (1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd00508[c0] + (1)  nh4_c0[c0]	(1)  H2O_c0[c0] + (1)  NAD_c0[c0] + (1)  L-Isoleucine_c0[c0] <=> (1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  3MOP_c0[c0] + (1)  nh4_c0[c0]				
ILET4_c0	>	Cytosol_0	SO_0949	CustomReaction_c0				(1)  cpd00322[e0] + (1)  na1_e0[e0] => (1)  cpd00322[c0] + (1)  na1_c0[c0]	(1)  L-Isoleucine_e0[e0] + (1)  na1_e0[e0] => (1)  L-Isoleucine_c0[c0] + (1)  na1_c0[c0]				
ILETA_c0	=	Cytosol_0	SO_0340	L-Isoleucine:2-oxoglutarate aminotransferase_c0		0		(1)  cpd00024[c0] + (1)  cpd00322[c0] <=> (1)  cpd00023[c0] + (1)  cpd00508[c0]	(1)  2-Oxoglutarate_c0[c0] + (1)  L-Isoleucine_c0[c0] <=> (1)  L-Glutamate_c0[c0] + (1)  3MOP_c0[c0]	BAT2_1	R02199	Valine, leucine and isoleucine degradation|Valine, leucine and isoleucine biosynthesis|Glucosinolate biosynthesis	Amino-Acid-Biosynthesis|Amino-Acid-Degradation|BRANCHED-CHAIN-AA-SYN-PWY|Biosynthesis|Degradation|GLYCINE-SYN|ILEUDEG-PWY|ILEUSYN-PWY|IND-AMINO-ACID-SYN|ISOLEUCINE-DEG|ISOLEUCINE-SYN|THREOCAT-PWY|THREONINE-DEG
ILETRS_c0	>	Cytosol_0	SO_3532	L-Isoleucine:tRNA(Ile) ligase (AMP-forming)_c0				(1)  cpd00002[c0] + (1)  cpd00322[c0] + (1)  cpd11915[c0] => (1)  cpd00012[c0] + (1)  cpd00018[c0] + (1)  cpd12256[c0]	(1)  ATP_c0[c0] + (1)  L-Isoleucine_c0[c0] + (1)  tRNA(Ile) _c0[c0] => (1)  PPi_c0[c0] + (1)  AMP_c0[c0] + (1)  L-Isoleucyl-tRNA(Ile) _c0[c0]	ILETRS	R03656	Aminoacyl-tRNA biosynthesis	
IMPC_c0	=	Cytosol_0	SO_0442	CustomReaction_c0				(1)  cpd00001[c0] + (1)  cpd00114[c0] <=> (1)  fprica_c0[c0]	(1)  H2O_c0[c0] + (1)  IMP_c0[c0] <=> (1)  fprica_c0[c0]				
IMPD_c0	>	Cytosol_0	SO_3293	IMP:NAD+ oxidoreductase_c0		1.58		(1)  cpd00001[c0] + (1)  cpd00003[c0] + (1)  cpd00114[c0] => (1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd00497[c0]	(1)  H2O_c0[c0] + (1)  NAD_c0[c0] + (1)  IMP_c0[c0] => (1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  XMP_c0[c0]	FUN63	R01130	Purine metabolism	AROMATIC-COMPOUNDS-DEGRADATION|Adenosine-Nucleotides-Degradation|Biosynthesis|DENOVOPURINE2-PWY|Degradation|NUCLEO-DEG|Nucleotide-Biosynthesis|P165-PWY|PRPP-PWY|PUR-NUC-SYN|Polyamine-Biosynthesis|Purine-Degradation|Purine-Nucleotide-De-Novo-Biosynthesis|URSIN-PWY|Urate-Degradation
INDOLET2_c0	=	Cytosol_0	SO_4601	CustomReaction_c0				(1)  cpd00067[e0] + (1)  indole_e0[e0] <=> (1)  cpd00067[c0] + (1)  indole_c0[c0]	(1)  H+_e0[e0] + (1)  indole_e0[e0] <=> (1)  H+_c0[c0] + (1)  indole_c0[c0]				
INSK_c0	>	Cytosol_0	SO_2020	ATP:inosine 5'-phosphotransferase_c0		-14.03		(1)  cpd00002[c0] + (1)  cpd00246[c0] => (1)  cpd00008[c0] + (1)  cpd00067[c0] + (1)  cpd00114[c0]	(1)  ATP_c0[c0] + (1)  Inosine_c0[c0] => (1)  ADP_c0[c0] + (1)  H+_c0[c0] + (1)  IMP_c0[c0]	INSK	R01131	Purine metabolism	Adenine-Adenosine-Salvage|Biosynthesis|Nucleotide-Biosynthesis|PUR-NUC-SYN|Purine-Nucleotides-Salvage
INST2_c0	>	Cytosol_0	Unknown	TRANS-RXNBWI-115572.ce.maizeexp.INOSINE_c0		0		(1)  cpd00067[e0] + (1)  cpd00246[e0] => (1)  cpd00067[c0] + (1)  cpd00246[c0]	(1)  H+_e0[e0] + (1)  Inosine_e0[e0] => (1)  H+_c0[c0] + (1)  Inosine_c0[c0]	INSt2			
IPDPS_c0	>	Cytosol_0	SO_3529	CustomReaction_c0				(1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  h2mb4p_c0[c0] => (1)  cpd00001[c0] + (1)  cpd00003[c0] + (1)  cpd00113[c0]	(1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  h2mb4p_c0[c0] => (1)  H2O_c0[c0] + (1)  NAD_c0[c0] + (1)  Isopentenyldiphosphate_c0[c0]				
IPMD_c0	>	Cytosol_0	SO_4235	CustomReaction_c0				(1)  3c2hmp_c0[c0] + (1)  cpd00003[c0] => (1)  3c4mop_c0[c0] + (1)  cpd00004[c0] + (1)  cpd00067[c0]	(1)  3c2hmp_c0[c0] + (1)  NAD_c0[c0] => (1)  3c4mop_c0[c0] + (1)  NADH_c0[c0] + (1)  H+_c0[c0]				
IPPMIA_c0	=	Cytosol_0	(SO_4233 and SO_4234)	CustomReaction_c0				(1)  3c2hmp_c0[c0] <=> (1)  cpd00001[c0] + (1)  cpd01710[c0]	(1)  3c2hmp_c0[c0] <=> (1)  H2O_c0[c0] + (1)  2-Isopropylmaleate_c0[c0]				
IPPMIB_c0	=	Cytosol_0	(SO_4233 and SO_4234)	CustomReaction_c0				(1)  cpd00001[c0] + (1)  cpd01710[c0] <=> (1)  3c3hmp_c0[c0]	(1)  H2O_c0[c0] + (1)  2-Isopropylmaleate_c0[c0] <=> (1)  3c3hmp_c0[c0]				
IPPS_c0	>	Cytosol_0	SO_4236	CustomReaction_c0				(1)  cpd00001[c0] + (1)  cpd00022[c0] + (1)  cpd00123[c0] => (1)  3c3hmp_c0[c0] + (1)  cpd00010[c0] + (1)  cpd00067[c0]	(1)  H2O_c0[c0] + (1)  Acetyl-CoA_c0[c0] + (1)  3-Methyl-2-oxobutanoate_c0[c0] => (1)  3c3hmp_c0[c0] + (1)  CoA_c0[c0] + (1)  H+_c0[c0]				
IZPN_c0	>	Cytosol_0	SO_0095	CustomReaction_c0				(1)  cpd00001[c0] + (1)  cpd02311[c0] => (1)  forglu_c0[c0]	(1)  H2O_c0[c0] + (1)  4-Imidazolone-5-propanoate_c0[c0] => (1)  forglu_c0[c0]				
KARA2I_c0	>	Cytosol_0	SO_4349	CustomReaction_c0				(1)  2ahbut_c0[c0] + (1)  cpd00005[c0] + (1)  cpd00067[c0] => (1)  23dhmp_c0[c0] + (1)  cpd00006[c0]	(1)  2ahbut_c0[c0] + (1)  NADPH_c0[c0] + (1)  H+_c0[c0] => (1)  23dhmp_c0[c0] + (1)  NADP_c0[c0]				
KAS15_c0	>	Cytosol_0	(SO_2778 or SO_2901 or SO_1742 or SO_2853)	CustomReaction_c0				(1)  cpd00022[c0] + (1)  cpd00067[c0] + (1)  malacp_c0[c0] => (1)  cpd00010[c0] + (1)  cpd00011[c0] + (1)  cpd11488[c0]	(1)  Acetyl-CoA_c0[c0] + (1)  H+_c0[c0] + (1)  malacp_c0[c0] => (1)  CoA_c0[c0] + (1)  CO2_c0[c0] + (1)  Acetoacetyl-ACP_c0[c0]				
KAS16_c0	>	Cytosol_0	((SO_3072 and SO_2776) or (SO_2774 and SO_2776))	CustomReaction_c0				(1)  cpd00005[c0] + (2)  cpd00067[c0] + (1)  ddcaacp_c0[c0] + (1)  malacp_c0[c0] => (1)  3htdacp_c0[c0] + (1)  cpd00006[c0] + (1)  cpd00011[c0] + (1)  cpd11493[c0]	(1)  NADPH_c0[c0] + (2)  H+_c0[c0] + (1)  ddcaacp_c0[c0] + (1)  malacp_c0[c0] => (1)  3htdacp_c0[c0] + (1)  NADP_c0[c0] + (1)  CO2_c0[c0] + (1)  ACP_c0[c0]				
KDOPP_c0	>	Cytosol_0	SO_3957	3-Deoxy-D-manno-octulosonate-8-phosphate 8-phosphohydrolase_c0		7.21		(1)  cpd00001[c0] + (1)  cpd02730[c0] => (1)  cpd00009[c0] + (1)  cpd00875[c0]	(1)  H2O_c0[c0] + (1)  3-Deoxy-D-manno-octulosonate8-phosphate_c0[c0] => (1)  Phosphate_c0[c0] + (1)  KDO_c0[c0]	KDOPP	R03350	Lipopolysaccharide biosynthesis	Biosynthesis|CARBO-BIOSYNTHESIS|CMP-KDO-Biosynthesis|Carbohydrates-Biosynthesis|Cell-Structure-Biosynthesis|KDO-NAGLIPASYN-PWY|LPSSYN-PWY|Lipid-Biosynthesis|Lipopolysaccharide-Biosynthesis|Polysaccharides-Biosynthesis|SUGAR-NUCLEOTIDES
KDOPS_c0	<	Cytosol_0	SO_3827	phosphoenolpyruvate:D-arabinose-5-phosphate C-(1-carboxyvinyl)transferase (phosphate-hydrolysing, 2-carboxy-2-oxoethyl-forming)_c0	2.5.1.55|4.1.2.16	2.65		(1)  cpd00009[c0] + (1)  cpd02730[c0] <= (1)  cpd00001[c0] + (1)  cpd00061[c0] + (1)  cpd00817[c0]	(1)  Phosphate_c0[c0] + (1)  3-Deoxy-D-manno-octulosonate8-phosphate_c0[c0] <= (1)  H2O_c0[c0] + (1)  Phosphoenolpyruvate_c0[c0] + (1)  D-Arabinose5-phosphate_c0[c0]	KDOPS	R03254	Lipopolysaccharide biosynthesis	Biosynthesis|CARBO-BIOSYNTHESIS|CMP-KDO-Biosynthesis|Carbohydrates-Biosynthesis|Cell-Structure-Biosynthesis|KDO-NAGLIPASYN-PWY|LPSSYN-PWY|Lipid-Biosynthesis|Lipopolysaccharide-Biosynthesis|Polysaccharides-Biosynthesis|SUGAR-NUCLEOTIDES
KT2I_c0	>	Cytosol_0	((SO_0057 and SO_0058) or SO_0024 or SO_0028 or (SO_4281 and SO_4282))	TRANS-RXN-3.ce_c0		0		(1)  cpd00067[e0] + (1)  cpd00205[e0] => (1)  cpd00067[c0] + (1)  cpd00205[c0]	(1)  H+_e0[e0] + (1)  K+_e0[e0] => (1)  H+_c0[c0] + (1)  K+_c0[c0]	Kt2			
KT3_c0	>	Cytosol_0	(SO_1647 or SO_1481 or SO_0695)	TRANS-RXNBWI-115525.ce.maizeexp.K+_c0		0		(1)  cpd00067[e0] + (1)  cpd00205[c0] => (1)  cpd00067[c0] + (1)  cpd00205[e0]	(1)  H+_e0[e0] + (1)  K+_c0[c0] => (1)  H+_c0[c0] + (1)  K+_e0[e0]	Kt3			
L-LACD2_c0	>	Cytosol_0	(SO_1518 and SO_1519 and SO_1520)	lactate oxidation_c0		-11.22		(1)  cpd00159[c0] + (1)  cpd15560[c0] => (1)  cpd00020[c0] + (1)  cpd15561[c0]	(1)  L-Lactate_c0[c0] + (1)  Ubiquinone-8_c0[c0] => (1)  Pyruvate_c0[c0] + (1)  Ubiquinol-8_c0[c0]	L-LACD2			
L-LACD4_c0	>	Cytosol_0	(SO_1518 and SO_1519 and SO_1520)	L-Lactate dehydrogenase (menaquinone-7)_c0		-15.31		(1)  cpd00159[c0] + (1)  cpd11606[c0] => (1)  cpd00020[c0] + (1)  cpd11451[c0]	(1)  L-Lactate_c0[c0] + (1)  Menaquinone 7_c0[c0] => (1)  Pyruvate_c0[c0] + (1)  mql7_c0[c0]	L-LACD4			
L-LACD5_c0	>	Cytosol_0	(SO_1518 and SO_1519 and SO_1520)	L-Lactate dehydrogenase (methylmenaquinone-7)_c0		10.48		(1)  cpd00159[c0] + (1)  cpd17027[c0] => (1)  cpd00020[c0] + (1)  cpd17026[c0]	(1)  L-Lactate_c0[c0] + (1)  methylmenaquinone 7_c0[c0] => (1)  Pyruvate_c0[c0] + (1)  methymenaquinol 7_c0[c0]	L-LACD5			
L-LACT2_c0	=	Cytosol_0	(SO_1522 or SO_0827)	L-lactate reversible transport via proton symport_c0		0		(1)  cpd00067[e0] + (1)  cpd00159[e0] <=> (1)  cpd00067[c0] + (1)  cpd00159[c0]	(1)  H+_e0[e0] + (1)  L-Lactate_e0[e0] <=> (1)  H+_c0[c0] + (1)  L-Lactate_c0[c0]	L-LACt2			
LDH-D2_c0	>	Cytosol_0	SO_1521	DLACTDEHYDROGFAD-RXN.c.metaexp.CPD-9956_c0		-11.22		(1)  cpd00221[c0] + (1)  cpd15560[c0] => (1)  cpd00020[c0] + (1)  cpd15561[c0]	(1)  D-Lactate_c0[c0] + (1)  Ubiquinone-8_c0[c0] => (1)  Pyruvate_c0[c0] + (1)  Ubiquinol-8_c0[c0]	LDH_D2			Aldehyde-Degradation|Degradation|Detoxification|METHGLYUT-PWY|Methylglyoxal-Detoxification
LDH-D4_c0	>	Cytosol_0	SO_1521	D-lactate dehydrogenase_c0		-15.31		(1)  cpd00221[c0] + (1)  cpd11606[c0] => (1)  cpd00020[c0] + (1)  cpd11451[c0]	(1)  D-Lactate_c0[c0] + (1)  Menaquinone 7_c0[c0] => (1)  Pyruvate_c0[c0] + (1)  mql7_c0[c0]	LDH_D4			
LDH-D5_c0	>	Cytosol_0	SO_1521	D-lactate dehydrogenase_c0		10.48		(1)  cpd00221[c0] + (1)  cpd17027[c0] => (1)  cpd00020[c0] + (1)  cpd17026[c0]	(1)  D-Lactate_c0[c0] + (1)  methylmenaquinone 7_c0[c0] => (1)  Pyruvate_c0[c0] + (1)  methymenaquinol 7_c0[c0]	LDH_D5			
LDH-DIR_c0	<	Cytosol_0	SO_0968	(R)-Lactate:NAD+ oxidoreductase_c0	1.1.1.28	6.22		(1)  cpd00003[c0] + (1)  cpd00221[c0] <= (1)  cpd00004[c0] + (1)  cpd00020[c0] + (1)  cpd00067[c0]	(1)  NAD_c0[c0] + (1)  D-Lactate_c0[c0] <= (1)  NADH_c0[c0] + (1)  Pyruvate_c0[c0] + (1)  H+_c0[c0]	LDH_D	R00704	Pyruvate metabolism	ALACAT2-PWY|ALANINE-DEG|Amino-Acid-Degradation|Antibiotic-Resistance|Biosynthesis|Carbohydrates-Degradation|Cell-Structure-Biosynthesis|Cell-Wall-Biosynthesis|Degradation|Detoxification|Energy-Metabolism|FERMENTATION-PWY|Fermentation|P122-PWY|PROPFERM-PWY|Pyruvate-Degradation|Sugars-And-Polysaccharides|Vancomycin-Resistnace|Xylose-Degradation
LEUT4_c0	>	Cytosol_0	SO_0949	CustomReaction_c0				(1)  cpd00107[e0] + (1)  na1_e0[e0] => (1)  cpd00107[c0] + (1)  na1_c0[c0]	(1)  L-Leucine_e0[e0] + (1)  na1_e0[e0] => (1)  L-Leucine_c0[c0] + (1)  na1_c0[c0]				
LEUTA_c0	=	Cytosol_0	SO_0340	L-Leucine:2-oxoglutarate aminotransferase_c0		0		(1)  cpd00024[c0] + (1)  cpd00107[c0] <=> (1)  cpd00023[c0] + (1)  cpd00200[c0]	(1)  2-Oxoglutarate_c0[c0] + (1)  L-Leucine_c0[c0] <=> (1)  L-Glutamate_c0[c0] + (1)  4MOP_c0[c0]	BAT2_3	R01090	Valine, leucine and isoleucine degradation|Valine, leucine and isoleucine biosynthesis|Glucosinolate biosynthesis	Amino-Acid-Biosynthesis|Amino-Acid-Degradation|BRANCHED-CHAIN-AA-SYN-PWY|Biosynthesis|Degradation|IND-AMINO-ACID-SYN|LEU-DEG2-PWY|LEUCINE-DEG|LEUCINE-SYN|LEUSYN-PWY
LEUTRS_c0	>	Cytosol_0	SO_1174	CustomReaction_c0				(1)  cpd00002[c0] + (1)  cpd00107[c0] + (1)  cpd11916[c0] => (1)  cpd00012[c0] + (1)  cpd00018[c0] + (1)  leutrna_c0[c0]	(1)  ATP_c0[c0] + (1)  L-Leucine_c0[c0] + (1)  tRNA(Leu) _c0[c0] => (1)  PPi_c0[c0] + (1)  AMP_c0[c0] + (1)  leutrna_c0[c0]				
LGTHL_c0	>	Cytosol_0	SO_2044	CustomReaction_c0				(1)  gthrd_c0[c0] + (1)  mthgxl_c0[c0] => (1)  cpd02182[c0]	(1)  gthrd_c0[c0] + (1)  mthgxl_c0[c0] => (1)  (R) -S-Lactoylglutathione_c0[c0]				
LLEUDR_c0	=	Cytosol_0	SO_2638	CustomReaction_c0				(1)  cpd00001[c0] + (1)  cpd00003[c0] + (1)  cpd00107[c0] <=> (1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd00200[c0] + (1)  nh4_c0[c0]	(1)  H2O_c0[c0] + (1)  NAD_c0[c0] + (1)  L-Leucine_c0[c0] <=> (1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  4MOP_c0[c0] + (1)  nh4_c0[c0]				
LPADSS_c0	>	Cytosol_0	SO_1642	UDP-2,3-bis(3-hydroxytetradecanoyl)glucosamine:2,3-bis-(3-hydroxytetradecanoyl)-alpha-D-glucosaminyl-1-phosphate 2,3-bis(3-hydroxytetradecanoyl)-glucosaminyltransferase_c0		-1.7		(1)  cpd02835[c0] + (1)  cpd02930[c0] => (1)  cpd00014[c0] + (1)  cpd00067[c0] + (1)  cpd03002[c0]	(1)  UDP-2,3-bis(3-hydroxytetradecanoyl) glucosamine_c0[c0] + (1)  Lipid X_c0[c0] => (1)  UDP_c0[c0] + (1)  H+_c0[c0] + (1)  Lipid A disaccharide_c0[c0]		R04606	Lipopolysaccharide biosynthesis	Biosynthesis|Cell-Structure-Biosynthesis|KDO-NAGLIPASYN-PWY|LPSSYN-PWY|Lipid-Biosynthesis|Lipopolysaccharide-Biosynthesis|NAGLIPASYN-PWY
LPSSYN-SO_c0	>	Cytosol_0	SO_4677	CustomReaction_c0				(1)  cpd00002[c0] + (3)  cpd00043[c0] + (1)  cpd00175[c0] + (1)  cpd03830[c0] + (1)  cpd17022[c0] => (2)  cpd00008[c0] + (3)  cpd00014[c0] + (6)  cpd00067[c0] + (1)  cpd00091[c0] + (1)  lpsso_c0[c0]	(1)  ATP_c0[c0] + (3)  UDP-galactose_c0[c0] + (1)  UDP-N-acetyl-D-galactosamine_c0[c0] + (1)  ADP-D-glycero-D-manno-heptose_c0[c0] + (1)  Kdo8N-lipid (A) _c0[c0] => (2)  ADP_c0[c0] + (3)  UDP_c0[c0] + (6)  H+_c0[c0] + (1)  UMP_c0[c0] + (1)  lpsso_c0[c0]				
LYST3_c0	>	Cytosol_0	SO_2865	L-lysine transport out via proton antiport reversible_c0		0		(1)  cpd00039[c0] + (1)  cpd00067[e0] => (1)  cpd00039[e0] + (1)  cpd00067[c0]	(1)  L-Lysine_c0[c0] + (1)  H+_e0[e0] => (1)  L-Lysine_e0[e0] + (1)  H+_c0[c0]	LYSt3			
